file,lat,lon,altBaro,roll,pitch,yaw,time,altGPS,alt
2022_09_27_B09_g201b20035_f009_190.JPG,62.5599099,150.7652898,511.26,-4.23,4.36,-59.07,2022-09-27 01:14:47.356240,506.196,508.728
2022_09_27_B09_g201b20035_f009_191.JPG,62.5600585,150.764778,508.438,1.2,0.42,-57.79,2022-09-27 01:14:48.736206,503.897,506.1675
2022_09_27_B09_g201b20035_f009_192.JPG,62.5602066,150.7642607,505.262,-0.5,-0.06,-58.51,2022-09-27 01:14:50.136292,500.312,502.787
2022_09_27_B09_g201b20035_f009_193.JPG,62.5603568,150.7637337,501.821,-0.11,2.18,-57.68,2022-09-27 01:14:51.536272,496.783,499.302
2022_09_27_B09_g201b20035_f009_194.JPG,62.5605086,150.7632078,499.0,1.73,1.96,-58.52,2022-09-27 01:14:52.936357,493.94,496.47
2022_09_27_B09_g201b20035_f009_195.JPG,62.560654,150.7626799,496.357,-4.71,2.91,-59.25,2022-09-27 01:14:54.356345,491.484,493.9205
2022_09_27_B09_g201b20035_f009_196.JPG,62.5608039,150.7621623,493.448,-0.11,1.36,-57.32,2022-09-27 01:14:55.736388,488.591,491.0195
2022_09_27_B09_g201b20035_f009_197.JPG,62.5609547,150.7616433,490.188,1.92,1.11,-58.33,2022-09-27 01:14:57.136389,485.504,487.846
2022_09_27_B09_g201b20035_f009_198.JPG,62.5611016,150.7611127,487.548,-5.39,3.24,-58.98,2022-09-27 01:14:58.536471,482.712,485.13
2022_09_27_B09_g201b20035_f009_199.JPG,62.5612577,150.760588,485.785,2.47,6.42,-56.85,2022-09-27 01:14:59.936494,481.06,483.4225
2022_09_27_B09_g201b20035_f009_200.JPG,62.5614092,150.7600717,484.906,0.4,3.19,-57.9,2022-09-27 01:15:01.356463,480.331,482.6185
2022_09_27_B09_g201b20035_f009_201.JPG,62.5615569,150.7595557,483.32,0.68,3.4,-58.09,2022-09-27 01:15:02.736497,478.545,480.9325
